vehicle_id,mode,time_s,x_m,y_m,speed_mps
53,two_wheeler,158.73,158.09,4.84,11.29
80,three_wheeler,158.96,20.35,1.75,6.78
150,car,159.09,32.61,0.29,8.15
183,two_wheeler,159.29,107.83,5.7,8.99
127,car,159.36,162.05,5.76,12.47
2,two_wheeler,159.4,158.62,6.06,8.35
89,car,159.64,96.5,4.5,7.42
53,two_wheeler,159.73,169.39,4.84,11.29
80,three_wheeler,159.96,27.13,1.75,6.78
150,car,160.09,40.77,0.29,8.15
183,two_wheeler,160.29,116.81,5.7,8.99
127,car,160.36,174.52,5.76,12.47
2,two_wheeler,160.4,166.97,6.06,8.35
89,car,160.64,103.93,4.5,7.42
53,two_wheeler,160.73,180.68,4.84,11.29
80,three_wheeler,160.96,33.91,1.75,6.78
150,car,161.09,48.92,0.29,8.15
183,two_wheeler,161.29,125.8,5.7,8.99
127,car,161.36,186.98,5.76,12.47
2,two_wheeler,161.4,175.32,6.06,8.35
89,car,161.64,111.35,4.5,7.42
53,two_wheeler,161.73,191.97,4.84,11.29
80,three_wheeler,161.96,40.69,1.75,6.78
150,car,162.09,57.08,0.29,8.15
183,two_wheeler,162.29,134.78,5.7,8.99
127,car,162.36,199.45,5.76,12.47
2,two_wheeler,162.4,183.67,6.06,8.35
89,car,162.64,118.77,4.5,7.42
80,three_wheeler,162.96,47.48,1.75,6.78
150,car,163.09,65.23,0.29,8.15
181,bus,163.11,0.0,5.19,5.27
183,two_wheeler,163.29,143.77,5.7,8.99
2,two_wheeler,163.4,192.02,6.06,8.35
89,car,163.64,126.2,4.5,7.42
80,three_wheeler,163.96,54.26,1.75,6.78
150,car,164.09,73.38,0.29,8.15
181,bus,164.11,5.27,5.19,5.27
183,two_wheeler,164.29,152.76,5.7,8.99
89,car,164.64,133.62,4.5,7.42
80,three_wheeler,164.96,61.04,1.75,6.78
150,car,165.09,81.54,0.29,8.15
181,bus,165.11,10.53,5.19,5.27
183,two_wheeler,165.29,161.74,5.7,8.99
89,car,165.64,141.04,4.5,7.42
80,three_wheeler,165.96,67.82,1.75,6.78
150,car,166.09,89.69,0.29,8.15
181,bus,166.11,15.8,5.19,5.27
183,two_wheeler,166.29,170.73,5.7,8.99
13,three_wheeler,166.37,0.0,5.43,10.85
89,car,166.64,148.47,4.5,7.42
80,three_wheeler,166.96,74.6,1.75,6.78
150,car,167.09,97.84,0.29,8.15
181,bus,167.11,21.06,5.19,5.27
183,two_wheeler,167.29,179.71,5.7,8.99
13,three_wheeler,167.37,10.85,5.43,10.85
89,car,167.64,155.89,4.5,7.42
30,car,167.91,0.0,3.78,12.36
80,three_wheeler,167.96,81.39,1.75,6.78
150,car,168.09,106.0,0.29,8.15
181,bus,168.11,26.33,5.19,5.27
183,two_wheeler,168.29,188.7,5.7,8.99
173,car,168.34,0.0,2.98,8.94
13,three_wheeler,168.37,21.7,5.43,10.85
89,car,168.64,163.32,4.5,7.42
30,car,168.91,12.36,3.78,12.36
80,three_wheeler,168.96,88.17,1.75,6.78
150,car,169.09,114.15,0.29,8.15
181,bus,169.11,31.6,5.19,5.27
183,two_wheeler,169.29,197.68,5.7,8.99
124,two_wheeler,169.31,0.0,2.47,10.78
173,car,169.34,8.94,2.98,8.94
13,three_wheeler,169.37,32.54,5.43,10.85
89,car,169.64,170.74,4.5,7.42
30,car,169.91,24.71,3.78,12.36
80,three_wheeler,169.96,94.95,1.75,6.78
150,car,170.09,122.31,0.29,8.15
181,bus,170.11,36.86,5.19,5.27
124,two_wheeler,170.31,10.78,2.47,10.78
173,car,170.34,17.88,2.98,8.94
13,three_wheeler,170.37,43.39,5.43,10.85
89,car,170.64,178.16,4.5,7.42
30,car,170.91,37.07,3.78,12.36
80,three_wheeler,170.96,101.73,1.75,6.78
150,car,171.09,130.46,0.29,8.15
181,bus,171.11,42.13,5.19,5.27
124,two_wheeler,171.31,21.56,2.47,10.78
173,car,171.34,26.83,2.98,8.94
13,three_wheeler,171.37,54.24,5.43,10.85
89,car,171.64,185.59,4.5,7.42
30,car,171.91,49.42,3.78,12.36
80,three_wheeler,171.96,108.51,1.75,6.78
150,car,172.09,138.61,0.29,8.15
181,bus,172.11,47.39,5.19,5.27
124,two_wheeler,172.31,32.35,2.47,10.78
173,car,172.34,35.77,2.98,8.94
13,three_wheeler,172.37,65.09,5.43,10.85
89,car,172.64,193.01,4.5,7.42
30,car,172.91,61.78,3.78,12.36
80,three_wheeler,172.96,115.3,1.75,6.78
150,car,173.09,146.77,0.29,8.15
181,bus,173.11,52.66,5.19,5.27
124,two_wheeler,173.31,43.13,2.47,10.78
173,car,173.34,44.71,2.98,8.94
13,three_wheeler,173.37,75.94,5.43,10.85
30,car,173.91,74.13,3.78,12.36
80,three_wheeler,173.96,122.08,1.75,6.78
150,car,174.09,154.92,0.29,8.15
181,bus,174.11,57.93,5.19,5.27
124,two_wheeler,174.31,53.91,2.47,10.78
173,car,174.34,53.65,2.98,8.94
13,three_wheeler,174.37,86.78,5.43,10.85
30,car,174.91,86.49,3.78,12.36
80,three_wheeler,174.96,128.86,1.75,6.78
150,car,175.09,163.07,0.29,8.15
181,bus,175.11,63.19,5.19,5.27
124,two_wheeler,175.31,64.69,2.47,10.78
173,car,175.34,62.59,2.98,8.94
13,three_wheeler,175.37,97.63,5.43,10.85
30,car,175.91,98.84,3.78,12.36
80,three_wheeler,175.96,135.64,1.75,6.78
150,car,176.09,171.23,0.29,8.15
181,bus,176.11,68.46,5.19,5.27
124,two_wheeler,176.31,75.48,2.47,10.78
173,car,176.34,71.54,2.98,8.94
13,three_wheeler,176.37,108.48,5.43,10.85
15,two_wheeler,176.38,0.0,2.28,8.27
30,car,176.91,111.2,3.78,12.36
80,three_wheeler,176.96,142.43,1.75,6.78
150,car,177.09,179.38,0.29,8.15
181,bus,177.11,73.72,5.19,5.27
124,two_wheeler,177.31,86.26,2.47,10.78
173,car,177.34,80.48,2.98,8.94
13,three_wheeler,177.37,119.33,5.43,10.85
15,two_wheeler,177.38,8.27,2.28,8.27
30,car,177.91,123.55,3.78,12.36
80,three_wheeler,177.96,149.21,1.75,6.78
150,car,178.09,187.54,0.29,8.15
181,bus,178.11,78.99,5.19,5.27
124,two_wheeler,178.31,97.04,2.47,10.78
173,car,178.34,89.42,2.98,8.94
13,three_wheeler,178.37,130.18,5.43,10.85
15,two_wheeler,178.38,16.54,2.28,8.27
30,car,178.91,135.91,3.78,12.36
80,three_wheeler,178.96,155.99,1.75,6.78
150,car,179.09,195.69,0.29,8.15
181,bus,179.11,84.26,5.19,5.27
124,two_wheeler,179.31,107.82,2.47,10.78
173,car,179.34,98.36,2.98,8.94
13,three_wheeler,179.37,141.02,5.43,10.85
15,two_wheeler,179.38,24.81,2.28,8.27
30,car,179.91,148.26,3.78,12.36
80,three_wheeler,179.96,162.77,1.75,6.78
181,bus,180.11,89.52,5.19,5.27
124,two_wheeler,180.31,118.6,2.47,10.78
173,car,180.34,107.3,2.98,8.94
13,three_wheeler,180.37,151.87,5.43,10.85
15,two_wheeler,180.38,33.09,2.28,8.27
30,car,180.91,160.62,3.78,12.36
80,three_wheeler,180.96,169.55,1.75,6.78
181,bus,181.11,94.79,5.19,5.27
124,two_wheeler,181.31,129.39,2.47,10.78
173,car,181.34,116.25,2.98,8.94
13,three_wheeler,181.37,162.72,5.43,10.85
15,two_wheeler,181.38,41.36,2.28,8.27
30,car,181.91,172.97,3.78,12.36
80,three_wheeler,181.96,176.34,1.75,6.78
181,bus,182.11,100.05,5.19,5.27
124,two_wheeler,182.31,140.17,2.47,10.78
173,car,182.34,125.19,2.98,8.94
13,three_wheeler,182.37,173.57,5.43,10.85
15,two_wheeler,182.38,49.63,2.28,8.27
30,car,182.91,185.33,3.78,12.36
80,three_wheeler,182.96,183.12,1.75,6.78
181,bus,183.11,105.32,5.19,5.27
124,two_wheeler,183.31,150.95,2.47,10.78
173,car,183.34,134.13,2.98,8.94
13,three_wheeler,183.37,184.41,5.43,10.85
15,two_wheeler,183.38,57.9,2.28,8.27
30,car,183.91,197.69,3.78,12.36
80,three_wheeler,183.96,189.9,1.75,6.78
181,bus,184.11,110.59,5.19,5.27
124,two_wheeler,184.31,161.73,2.47,10.78
173,car,184.34,143.07,2.98,8.94
13,three_wheeler,184.37,195.26,5.43,10.85
15,two_wheeler,184.38,66.17,2.28,8.27
80,three_wheeler,184.96,196.68,1.75,6.78
181,bus,185.11,115.85,5.19,5.27
124,two_wheeler,185.31,172.52,2.47,10.78
173,car,185.34,152.02,2.98,8.94
15,two_wheeler,185.38,74.44,2.28,8.27
181,bus,186.11,121.12,5.19,5.27
124,two_wheeler,186.31,183.3,2.47,10.78
173,car,186.34,160.96,2.98,8.94
15,two_wheeler,186.38,82.71,2.28,8.27
181,bus,187.11,126.38,5.19,5.27
124,two_wheeler,187.31,194.08,2.47,10.78
173,car,187.34,169.9,2.98,8.94
15,two_wheeler,187.38,90.99,2.28,8.27
181,bus,188.11,131.65,5.19,5.27
173,car,188.34,178.84,2.98,8.94
15,two_wheeler,188.38,99.26,2.28,8.27
156,two_wheeler,188.41,0.0,3.39,10.22
181,bus,189.11,136.92,5.19,5.27
173,car,189.34,187.78,2.98,8.94
15,two_wheeler,189.38,107.53,2.28,8.27
156,two_wheeler,189.41,10.22,3.39,10.22
181,bus,190.11,142.18,5.19,5.27
173,car,190.34,196.73,2.98,8.94
15,two_wheeler,190.38,115.8,2.28,8.27
156,two_wheeler,190.41,20.45,3.39,10.22
4,car,191.11,0.0,1.28,8.09
181,bus,191.11,147.45,5.19,5.27
15,two_wheeler,191.38,124.07,2.28,8.27
156,two_wheeler,191.41,30.67,3.39,10.22
141,car,191.67,0.0,0.1,7.82
4,car,192.11,8.09,1.28,8.09
181,bus,192.11,152.71,5.19,5.27
15,two_wheeler,192.38,132.34,2.28,8.27
156,two_wheeler,192.41,40.89,3.39,10.22
141,car,192.67,7.82,0.1,7.82
4,car,193.11,16.18,1.28,8.09
181,bus,193.11,157.98,5.19,5.27
15,two_wheeler,193.38,140.61,2.28,8.27
156,two_wheeler,193.41,51.11,3.39,10.22
141,car,193.67,15.64,0.1,7.82
4,car,194.11,24.27,1.28,8.09
181,bus,194.11,163.25,5.19,5.27
75,car,194.24,0.0,0.6,10.74
15,two_wheeler,194.38,148.88,2.28,8.27
156,two_wheeler,194.41,61.34,3.39,10.22
141,car,194.67,23.45,0.1,7.82
4,car,195.11,32.36,1.28,8.09
181,bus,195.11,168.51,5.19,5.27
75,car,195.24,10.74,0.6,10.74
15,two_wheeler,195.38,157.16,2.28,8.27
156,two_wheeler,195.41,71.56,3.39,10.22
141,car,195.67,31.27,0.1,7.82
4,car,196.11,40.45,1.28,8.09
181,bus,196.11,173.78,5.19,5.27
75,car,196.24,21.47,0.6,10.74
15,two_wheeler,196.38,165.43,2.28,8.27
156,two_wheeler,196.41,81.78,3.39,10.22
141,car,196.67,39.09,0.1,7.82
4,car,197.11,48.55,1.28,8.09
181,bus,197.11,179.04,5.19,5.27
75,car,197.24,32.21,0.6,10.74
15,two_wheeler,197.38,173.7,2.28,8.27
156,two_wheeler,197.41,92.01,3.39,10.22
141,car,197.67,46.91,0.1,7.82
4,car,198.11,56.64,1.28,8.09
181,bus,198.11,184.31,5.19,5.27
75,car,198.24,42.95,0.6,10.74
15,two_wheeler,198.38,181.97,2.28,8.27
156,two_wheeler,198.41,102.23,3.39,10.22
141,car,198.67,54.73,0.1,7.82
4,car,199.11,64.73,1.28,8.09
181,bus,199.11,189.58,5.19,5.27
75,car,199.24,53.69,0.6,10.74
15,two_wheeler,199.38,190.24,2.28,8.27
156,two_wheeler,199.41,112.45,3.39,10.22
141,car,199.67,62.55,0.1,7.82
4,car,200.11,72.82,1.28,8.09
181,bus,200.11,194.84,5.19,5.27
75,car,200.24,64.42,0.6,10.74
15,two_wheeler,200.38,198.51,2.28,8.27
156,two_wheeler,200.41,122.67,3.39,10.22
141,car,200.67,70.36,0.1,7.82
4,car,201.11,80.91,1.28,8.09
75,car,201.24,75.16,0.6,10.74
156,two_wheeler,201.41,132.9,3.39,10.22
141,car,201.67,78.18,0.1,7.82
54,car,201.84,0.0,1.66,11.27
4,car,202.11,89.0,1.28,8.09
75,car,202.24,85.9,0.6,10.74
156,two_wheeler,202.41,143.12,3.39,10.22
141,car,202.67,86.0,0.1,7.82
54,car,202.84,11.27,1.66,11.27
4,car,203.11,97.09,1.28,8.09
75,car,203.24,96.64,0.6,10.74
156,two_wheeler,203.41,153.34,3.39,10.22
141,car,203.67,93.82,0.1,7.82
54,car,203.84,22.55,1.66,11.27
44,three_wheeler,203.85,0.0,1.22,9.23
4,car,204.11,105.18,1.28,8.09
75,car,204.24,107.37,0.6,10.74
156,two_wheeler,204.41,163.57,3.39,10.22
141,car,204.67,101.64,0.1,7.82
54,car,204.84,33.82,1.66,11.27
44,three_wheeler,204.85,9.23,1.22,9.23
4,car,205.11,113.27,1.28,8.09
75,car,205.24,118.11,0.6,10.74
156,two_wheeler,205.41,173.79,3.39,10.22
141,car,205.67,109.46,0.1,7.82
54,car,205.84,45.09,1.66,11.27
44,three_wheeler,205.85,18.45,1.22,9.23
4,car,206.11,121.36,1.28,8.09
75,car,206.24,128.85,0.6,10.74
156,two_wheeler,206.41,184.01,3.39,10.22
141,car,206.67,117.27,0.1,7.82
54,car,206.84,56.37,1.66,11.27
44,three_wheeler,206.85,27.68,1.22,9.23
4,car,207.11,129.46,1.28,8.09
75,car,207.24,139.59,0.6,10.74
156,two_wheeler,207.41,194.23,3.39,10.22
141,car,207.67,125.09,0.1,7.82
54,car,207.84,67.64,1.66,11.27
44,three_wheeler,207.85,36.9,1.22,9.23
4,car,208.11,137.55,1.28,8.09
75,car,208.24,150.32,0.6,10.74
141,car,208.67,132.91,0.1,7.82
54,car,208.84,78.91,1.66,11.27
44,three_wheeler,208.85,46.13,1.22,9.23
4,car,209.11,145.64,1.28,8.09
75,car,209.24,161.06,0.6,10.74
141,car,209.67,140.73,0.1,7.82
54,car,209.84,90.18,1.66,11.27
44,three_wheeler,209.85,55.36,1.22,9.23
4,car,210.11,153.73,1.28,8.09
75,car,210.24,171.8,0.6,10.74
141,car,210.67,148.55,0.1,7.82
54,car,210.84,101.46,1.66,11.27
44,three_wheeler,210.85,64.58,1.22,9.23
4,car,211.11,161.82,1.28,8.09
75,car,211.24,182.53,0.6,10.74
141,car,211.67,156.36,0.1,7.82
54,car,211.84,112.73,1.66,11.27
44,three_wheeler,211.85,73.81,1.22,9.23
4,car,212.11,169.91,1.28,8.09
75,car,212.24,193.27,0.6,10.74
141,car,212.67,164.18,0.1,7.82
54,car,212.84,124.0,1.66,11.27
44,three_wheeler,212.85,83.03,1.22,9.23
4,car,213.11,178.0,1.28,8.09
141,car,213.67,172.0,0.1,7.82
54,car,213.84,135.28,1.66,11.27
44,three_wheeler,213.85,92.26,1.22,9.23
4,car,214.11,186.09,1.28,8.09
141,car,214.67,179.82,0.1,7.82
54,car,214.84,146.55,1.66,11.27
44,three_wheeler,214.85,101.48,1.22,9.23
4,car,215.11,194.18,1.28,8.09
141,car,215.67,187.64,0.1,7.82
54,car,215.84,157.82,1.66,11.27
44,three_wheeler,215.85,110.71,1.22,9.23
147,car,216.13,0.0,0.9,7.46
141,car,216.67,195.46,0.1,7.82
54,car,216.84,169.1,1.66,11.27
44,three_wheeler,216.85,119.94,1.22,9.23
147,car,217.13,7.46,0.9,7.46
48,three_wheeler,217.67,0.0,6.28,6.47
54,car,217.84,180.37,1.66,11.27
44,three_wheeler,217.85,129.16,1.22,9.23
147,car,218.13,14.91,0.9,7.46
174,three_wheeler,218.17,0.0,4.27,6.57
160,three_wheeler,218.22,0.0,2.64,7.35
48,three_wheeler,218.67,6.47,6.28,6.47
54,car,218.84,191.64,1.66,11.27
44,three_wheeler,218.85,138.39,1.22,9.23
147,car,219.13,22.37,0.9,7.46
174,three_wheeler,219.17,6.57,4.27,6.57
160,three_wheeler,219.22,7.35,2.64,7.35
57,two_wheeler,219.59,0.0,2.75,13.84
48,three_wheeler,219.67,12.93,6.28,6.47
44,three_wheeler,219.85,147.61,1.22,9.23
147,car,220.13,29.82,0.9,7.46
174,three_wheeler,220.17,13.15,4.27,6.57
160,three_wheeler,220.22,14.69,2.64,7.35
57,two_wheeler,220.59,13.84,2.75,13.84
48,three_wheeler,220.67,19.4,6.28,6.47
44,three_wheeler,220.85,156.84,1.22,9.23
147,car,221.13,37.28,0.9,7.46
174,three_wheeler,221.17,19.72,4.27,6.57
160,three_wheeler,221.22,22.04,2.64,7.35
57,two_wheeler,221.59,27.68,2.75,13.84
48,three_wheeler,221.67,25.86,6.28,6.47
44,three_wheeler,221.85,166.07,1.22,9.23
147,car,222.13,44.73,0.9,7.46
174,three_wheeler,222.17,26.3,4.27,6.57
160,three_wheeler,222.22,29.38,2.64,7.35
57,two_wheeler,222.59,41.51,2.75,13.84
135,car,222.61,0.0,0.9,9.7
48,three_wheeler,222.67,32.33,6.28,6.47
44,three_wheeler,222.85,175.29,1.22,9.23
83,three_wheeler,222.96,0.0,5.3,7.78
147,car,223.13,52.19,0.9,7.46
174,three_wheeler,223.17,32.87,4.27,6.57
160,three_wheeler,223.22,36.73,2.64,7.35
57,two_wheeler,223.59,55.35,2.75,13.84
135,car,223.61,9.7,0.9,9.7
48,three_wheeler,223.67,38.79,6.28,6.47
44,three_wheeler,223.85,184.52,1.22,9.23
83,three_wheeler,223.96,7.78,5.3,7.78
147,car,224.13,59.64,0.9,7.46
174,three_wheeler,224.17,39.45,4.27,6.57
160,three_wheeler,224.22,44.08,2.64,7.35
27,bus,224.36,0.0,5.29,6.64
57,two_wheeler,224.59,69.19,2.75,13.84
135,car,224.61,19.41,0.9,9.7
48,three_wheeler,224.67,45.26,6.28,6.47
44,three_wheeler,224.85,193.74,1.22,9.23
83,three_wheeler,224.96,15.56,5.3,7.78
147,car,225.13,67.1,0.9,7.46
174,three_wheeler,225.17,46.02,4.27,6.57
160,three_wheeler,225.22,51.42,2.64,7.35
27,bus,225.36,6.64,5.29,6.64
57,two_wheeler,225.59,83.03,2.75,13.84
135,car,225.61,29.11,0.9,9.7
48,three_wheeler,225.67,51.72,6.28,6.47
83,three_wheeler,225.96,23.34,5.3,7.78
147,car,226.13,74.55,0.9,7.46
174,three_wheeler,226.17,52.59,4.27,6.57
160,three_wheeler,226.22,58.77,2.64,7.35
27,bus,226.36,13.28,5.29,6.64
57,two_wheeler,226.59,96.87,2.75,13.84
36,bus,226.6,0.0,2.11,6.99
135,car,226.61,38.81,0.9,9.7
48,three_wheeler,226.67,58.19,6.28,6.47
83,three_wheeler,226.96,31.12,5.3,7.78
147,car,227.13,82.01,0.9,7.46
174,three_wheeler,227.17,59.17,4.27,6.57
158,two_wheeler,227.19,0.0,6.27,12.28
160,three_wheeler,227.22,66.12,2.64,7.35
27,bus,227.36,19.92,5.29,6.64
57,two_wheeler,227.59,110.7,2.75,13.84
36,bus,227.6,6.99,2.11,6.99
135,car,227.61,48.52,0.9,9.7
48,three_wheeler,227.67,64.66,6.28,6.47
83,three_wheeler,227.96,38.9,5.3,7.78
147,car,228.13,89.46,0.9,7.46
174,three_wheeler,228.17,65.74,4.27,6.57
158,two_wheeler,228.19,12.28,6.27,12.28
160,three_wheeler,228.22,73.46,2.64,7.35
27,bus,228.36,26.57,5.29,6.64
57,two_wheeler,228.59,124.54,2.75,13.84
36,bus,228.6,13.98,2.11,6.99
135,car,228.61,58.22,0.9,9.7
48,three_wheeler,228.67,71.12,6.28,6.47
83,three_wheeler,228.96,46.68,5.3,7.78
147,car,229.13,96.92,0.9,7.46
174,three_wheeler,229.17,72.32,4.27,6.57
158,two_wheeler,229.19,24.56,6.27,12.28
160,three_wheeler,229.22,80.81,2.64,7.35
27,bus,229.36,33.21,5.29,6.64
57,two_wheeler,229.59,138.38,2.75,13.84
36,bus,229.6,20.97,2.11,6.99
135,car,229.61,67.92,0.9,9.7
48,three_wheeler,229.67,77.59,6.28,6.47
83,three_wheeler,229.96,54.46,5.3,7.78
147,car,230.13,104.37,0.9,7.46
174,three_wheeler,230.17,78.89,4.27,6.57
158,two_wheeler,230.19,36.84,6.27,12.28
160,three_wheeler,230.22,88.15,2.64,7.35
27,bus,230.36,39.85,5.29,6.64
57,two_wheeler,230.59,152.22,2.75,13.84
36,bus,230.6,27.96,2.11,6.99
135,car,230.61,77.63,0.9,9.7
48,three_wheeler,230.67,84.05,6.28,6.47
83,three_wheeler,230.96,62.24,5.3,7.78
147,car,231.13,111.83,0.9,7.46
174,three_wheeler,231.17,85.46,4.27,6.57
158,two_wheeler,231.19,49.12,6.27,12.28
160,three_wheeler,231.22,95.5,2.64,7.35
27,bus,231.36,46.49,5.29,6.64
57,two_wheeler,231.59,166.06,2.75,13.84
36,bus,231.6,34.94,2.11,6.99
135,car,231.61,87.33,0.9,9.7
48,three_wheeler,231.67,90.52,6.28,6.47
83,three_wheeler,231.96,70.02,5.3,7.78
171,car,232.11,0.0,4.68,8.03
147,car,232.13,119.28,0.9,7.46
174,three_wheeler,232.17,92.04,4.27,6.57
158,two_wheeler,232.19,61.4,6.27,12.28
160,three_wheeler,232.22,102.85,2.64,7.35
27,bus,232.36,53.13,5.29,6.64
57,two_wheeler,232.59,179.89,2.75,13.84
36,bus,232.6,41.93,2.11,6.99
135,car,232.61,97.03,0.9,9.7
48,three_wheeler,232.67,96.98,6.28,6.47
83,three_wheeler,232.96,77.8,5.3,7.78
171,car,233.11,8.03,4.68,8.03
147,car,233.13,126.74,0.9,7.46
174,three_wheeler,233.17,98.61,4.27,6.57
158,two_wheeler,233.19,73.68,6.27,12.28
160,three_wheeler,233.22,110.19,2.64,7.35
27,bus,233.36,59.77,5.29,6.64
57,two_wheeler,233.59,193.73,2.75,13.84
36,bus,233.6,48.92,2.11,6.99
135,car,233.61,106.74,0.9,9.7
48,three_wheeler,233.67,103.45,6.28,6.47
83,three_wheeler,233.96,85.58,5.3,7.78
171,car,234.11,16.05,4.68,8.03
147,car,234.13,134.19,0.9,7.46
174,three_wheeler,234.17,105.19,4.27,6.57
158,two_wheeler,234.19,85.96,6.27,12.28
160,three_wheeler,234.22,117.54,2.64,7.35
27,bus,234.36,66.42,5.29,6.64
36,bus,234.6,55.91,2.11,6.99
135,car,234.61,116.44,0.9,9.7
48,three_wheeler,234.67,109.91,6.28,6.47
83,three_wheeler,234.96,93.36,5.3,7.78
171,car,235.11,24.08,4.68,8.03
147,car,235.13,141.65,0.9,7.46
174,three_wheeler,235.17,111.76,4.27,6.57
158,two_wheeler,235.19,98.24,6.27,12.28
160,three_wheeler,235.22,124.89,2.64,7.35
27,bus,235.36,73.06,5.29,6.64
36,bus,235.6,62.9,2.11,6.99
135,car,235.61,126.14,0.9,9.7
48,three_wheeler,235.67,116.38,6.28,6.47
83,three_wheeler,235.96,101.14,5.3,7.78
171,car,236.11,32.1,4.68,8.03
147,car,236.13,149.1,0.9,7.46
174,three_wheeler,236.17,118.34,4.27,6.57
158,two_wheeler,236.19,110.52,6.27,12.28
160,three_wheeler,236.22,132.23,2.64,7.35
27,bus,236.36,79.7,5.29,6.64
36,bus,236.6,69.89,2.11,6.99
135,car,236.61,135.85,0.9,9.7
48,three_wheeler,236.67,122.84,6.28,6.47
83,three_wheeler,236.96,108.92,5.3,7.78
171,car,237.11,40.13,4.68,8.03
147,car,237.13,156.56,0.9,7.46
174,three_wheeler,237.17,124.91,4.27,6.57
158,two_wheeler,237.19,122.8,6.27,12.28
160,three_wheeler,237.22,139.58,2.64,7.35
27,bus,237.36,86.34,5.29,6.64
36,bus,237.6,76.88,2.11,6.99
135,car,237.61,145.55,0.9,9.7
48,three_wheeler,237.67,129.31,6.28,6.47
83,three_wheeler,237.96,116.7,5.3,7.78
171,car,238.11,48.15,4.68,8.03
147,car,238.13,164.01,0.9,7.46
174,three_wheeler,238.17,131.48,4.27,6.57
158,two_wheeler,238.19,135.08,6.27,12.28
160,three_wheeler,238.22,146.92,2.64,7.35
27,bus,238.36,92.98,5.29,6.64
36,bus,238.6,83.87,2.11,6.99
135,car,238.61,155.25,0.9,9.7
48,three_wheeler,238.67,135.78,6.28,6.47
83,three_wheeler,238.96,124.48,5.3,7.78
171,car,239.11,56.18,4.68,8.03
147,car,239.13,171.47,0.9,7.46
174,three_wheeler,239.17,138.06,4.27,6.57
158,two_wheeler,239.19,147.36,6.27,12.28
160,three_wheeler,239.22,154.27,2.64,7.35
27,bus,239.36,99.62,5.29,6.64
36,bus,239.6,90.86,2.11,6.99
135,car,239.61,164.96,0.9,9.7
48,three_wheeler,239.67,142.24,6.28,6.47
83,three_wheeler,239.96,132.26,5.3,7.78
171,car,240.11,64.2,4.68,8.03
147,car,240.13,178.92,0.9,7.46
174,three_wheeler,240.17,144.63,4.27,6.57
158,two_wheeler,240.19,159.64,6.27,12.28
160,three_wheeler,240.22,161.62,2.64,7.35
27,bus,240.36,106.26,5.29,6.64
36,bus,240.6,97.85,2.11,6.99
135,car,240.61,174.66,0.9,9.7
48,three_wheeler,240.67,148.71,6.28,6.47
83,three_wheeler,240.96,140.04,5.3,7.78
171,car,241.11,72.23,4.68,8.03
147,car,241.13,186.38,0.9,7.46
174,three_wheeler,241.17,151.21,4.27,6.57
158,two_wheeler,241.19,171.92,6.27,12.28
160,three_wheeler,241.22,168.96,2.64,7.35
27,bus,241.36,112.91,5.29,6.64
36,bus,241.6,104.83,2.11,6.99
135,car,241.61,184.36,0.9,9.7
48,three_wheeler,241.67,155.17,6.28,6.47
83,three_wheeler,241.96,147.82,5.3,7.78
171,car,242.11,80.25,4.68,8.03
147,car,242.13,193.83,0.9,7.46
174,three_wheeler,242.17,157.78,4.27,6.57
158,two_wheeler,242.19,184.2,6.27,12.28
160,three_wheeler,242.22,176.31,2.64,7.35
27,bus,242.36,119.55,5.29,6.64
36,bus,242.6,111.82,2.11,6.99
135,car,242.61,194.07,0.9,9.7
48,three_wheeler,242.67,161.64,6.28,6.47
83,three_wheeler,242.96,155.6,5.3,7.78
171,car,243.11,88.28,4.68,8.03
174,three_wheeler,243.17,164.35,4.27,6.57
158,two_wheeler,243.19,196.48,6.27,12.28
160,three_wheeler,243.22,183.66,2.64,7.35
27,bus,243.36,126.19,5.29,6.64
36,bus,243.6,118.81,2.11,6.99
48,three_wheeler,243.67,168.1,6.28,6.47
78,car,243.75,0.0,0.55,9.63
83,three_wheeler,243.96,163.38,5.3,7.78
171,car,244.11,96.3,4.68,8.03
174,three_wheeler,244.17,170.93,4.27,6.57
16,two_wheeler,244.21,0.0,2.5,12.97
160,three_wheeler,244.22,191.0,2.64,7.35
27,bus,244.36,132.83,5.29,6.64
36,bus,244.6,125.8,2.11,6.99
48,three_wheeler,244.67,174.57,6.28,6.47
78,car,244.75,9.63,0.55,9.63
83,three_wheeler,244.96,171.16,5.3,7.78
171,car,245.11,104.33,4.68,8.03
174,three_wheeler,245.17,177.5,4.27,6.57
16,two_wheeler,245.21,12.97,2.5,12.97
160,three_wheeler,245.22,198.35,2.64,7.35
27,bus,245.36,139.47,5.29,6.64
36,bus,245.6,132.79,2.11,6.99
48,three_wheeler,245.67,181.03,6.28,6.47
78,car,245.75,19.27,0.55,9.63
83,three_wheeler,245.96,178.94,5.3,7.78
171,car,246.11,112.35,4.68,8.03
174,three_wheeler,246.17,184.08,4.27,6.57
16,two_wheeler,246.21,25.94,2.5,12.97
27,bus,246.36,146.11,5.29,6.64
36,bus,246.6,139.78,2.11,6.99
48,three_wheeler,246.67,187.5,6.28,6.47
78,car,246.75,28.9,0.55,9.63
83,three_wheeler,246.96,186.72,5.3,7.78
171,car,247.11,120.38,4.68,8.03
174,three_wheeler,247.17,190.65,4.27,6.57
16,two_wheeler,247.21,38.92,2.5,12.97
27,bus,247.36,152.76,5.29,6.64
